hq_id,inv_id,inv_name
435407,435407,supplier1
600323,600323,supplier1
10634,10634,supplier3
11628,11628,supplier3
12165,12165,supplier3
12208,12208,supplier3
12861,12861,supplier3
6140,6140,supplier3
6370,6370,supplier3
6579,6579,supplier3
6900,6900,supplier3
7158,7158,supplier3
8307,8307,supplier3
9381,9381,supplier3
17835,17835,supplier3
17859,17859,supplier3
20903,20903,supplier3
21464,21464,supplier3
22319,22319,supplier3
25106,25106,supplier3
28742,28742,supplier3
31972,31972,supplier3
33068,33068,supplier3
34642,34642,supplier3
36692,36692,supplier3
37805,37805,supplier3
38843,38843,supplier3
39656,39656,supplier3
46757,46757,supplier3
48864,48864,supplier3
50352,50352,supplier3
53591,53591,supplier3
191476,191476,supplier4
196166,196166,supplier4
199146,199146,supplier4
211366,211366,supplier4
214576,214576,supplier4
220616,220616,supplier4
221026,221026,supplier4
245150,245150,supplier3
254334,254334,supplier3
281926,281926,supplier3
348365,348365,supplier4
457005,457005,supplier4
494745,494745,supplier4
513555,513555,supplier4
590745,590745,supplier4
604405,604405,supplier4
659425,659425,supplier4
667775,667775,supplier4
668195,668195,supplier4
672595,672595,supplier4
716455,716455,supplier4
720825,720825,supplier4
739785,739785,supplier4
765675,765675,supplier4
770195,770195,supplier4
799625,799625,supplier4
801995,801995,supplier4
843445,843445,supplier4
1306548,1306548,supplier4
1307098,1307098,supplier4
1628628,1628628,supplier4
1929735,1929735,supplier4
905235,905235,supplier4
905815,905815,supplier4
944715,944715,supplier4
948705,948705,supplier4
138617,138617,supplier1
164451,164451,supplier1
218060,218060,supplier1
222782,222782,supplier1
272219,272219,supplier1
278380,278380,supplier1
315639,315639,supplier1
324038,324038,supplier1
329074,329074,supplier1
338132,338132,supplier1
351720,351720,supplier1
416026,416026,supplier1
441961,441961,supplier1
459752,459752,supplier1
506179,506179,supplier1
514811,514811,supplier1
531456,531456,supplier1
546726,546726,supplier1
581515,581515,supplier1
590188,590188,supplier1
594800,594800,supplier1
601968,601968,supplier1
602394,602394,supplier1
183139,183139,supplier1
210510,210510,supplier1
225545,225545,supplier1
233445,233445,supplier1
274312,274312,supplier1
282325,282325,supplier1
282934,282934,supplier1
328176,328176,supplier1
406778,406778,supplier1
432355,432355,supplier1
471902,471902,supplier1
493993,493993,supplier1
535930,535930,supplier1
540334,540334,supplier1
589541,589541,supplier1
636538,636538,supplier1
171346,171346,supplier1
210797,210797,supplier1
233257,233257,supplier1
233569,233569,supplier1
404163,404163,supplier1
447869,447869,supplier1
451774,451774,supplier1
464649,464649,supplier1
572772,572772,supplier1
588414,588414,supplier1
590748,590748,supplier1
593064,593064,supplier1
600778,600778,supplier1
135260,135260,supplier1
149781,149781,supplier1
151457,151457,supplier1
169036,169036,supplier1
196585,196585,supplier1
205464,205464,supplier1
342146,342146,supplier1
364490,364490,supplier1
378691,378691,supplier1
439483,439483,supplier1
490500,490500,supplier1
499188,499188,supplier1
548431,548431,supplier1
578348,578348,supplier1
138181,138181,supplier1
169150,169150,supplier1
298033,298033,supplier1
311178,311178,supplier1
324207,324207,supplier1
327254,327254,supplier1
349016,349016,supplier1
398936,398936,supplier1
416510,416510,supplier1
418937,418937,supplier1
440092,440092,supplier1
453806,453806,supplier1
488322,488322,supplier1
489461,489461,supplier1
505713,505713,supplier1
507736,507736,supplier1
539990,539990,supplier1
575759,575759,supplier1
577071,577071,supplier1
122643,122643,supplier1
254304,254304,supplier1
407633,407633,supplier1
475531,475531,supplier1
487400,487400,supplier1
498665,498665,supplier1
12033,12033,supplier3
1461,1461,supplier3
2297,2297,supplier3
4883,4883,supplier3
9289,9289,supplier3
23248,23248,supplier3
30438,30438,supplier3
33611,33611,supplier3
36989,36989,supplier3
39788,39788,supplier3
41058,41058,supplier3
42171,42171,supplier3
42743,42743,supplier3
42805,42805,supplier3
42883,42883,supplier3
43848,43848,supplier3
44176,44176,supplier3
44451,44451,supplier3
47201,47201,supplier3
49991,49991,supplier3
52079,52079,supplier3
54183,54183,supplier3
54274,54274,supplier3
101042,101042,supplier4
206526,206526,supplier4
215236,215236,supplier4
250306,250306,supplier4
251459,251459,supplier3
253647,253647,supplier3
352315,352315,supplier4
354115,354115,supplier4
42214,42214,supplier4
90440,90440,supplier4
358405,358405,supplier4
362755,362755,supplier4
479335,479335,supplier4
479835,479835,supplier4
486285,486285,supplier4
575885,575885,supplier4
599205,599205,supplier4
660265,660265,supplier4
716145,716145,supplier4
752665,752665,supplier4
770695,770695,supplier4
774315,774315,supplier4
900225,900225,supplier4
1267458,1267458,supplier4
2010165,2010165,supplier4
986275,986275,supplier4
197282,197282,supplier1
232866,232866,supplier1
244350,244350,supplier1
275797,275797,supplier1
277929,277929,supplier1
307358,307358,supplier1
338915,338915,supplier1
352146,352146,supplier1
354239,354239,supplier1
395978,395978,supplier1
426798,426798,supplier1
486478,486478,supplier1
538326,538326,supplier1
570444,570444,supplier1
188435,188435,supplier1
221242,221242,supplier1
228254,228254,supplier1
273170,273170,supplier1
298039,298039,supplier1
308712,308712,supplier1
327220,327220,supplier1
381248,381248,supplier1
386909,386909,supplier1
393065,393065,supplier1
436500,436500,supplier1
443175,443175,supplier1
452223,452223,supplier1
455937,455937,supplier1
478422,478422,supplier1
490561,490561,supplier1
494047,494047,supplier1
499524,499524,supplier1
507608,507608,supplier1
533437,533437,supplier1
542672,542672,supplier1
547309,547309,supplier1
549903,549903,supplier1
554743,554743,supplier1
580412,580412,supplier1
147565,147565,supplier1
186704,186704,supplier1
203722,203722,supplier1
215106,215106,supplier1
219689,219689,supplier1
249917,249917,supplier1
250343,250343,supplier1
298981,298981,supplier1
335312,335312,supplier1
346044,346044,supplier1
349275,349275,supplier1
365389,365389,supplier1
389131,389131,supplier1
403165,403165,supplier1
454442,454442,supplier1
463747,463747,supplier1
468049,468049,supplier1
469326,469326,supplier1
480876,480876,supplier1
485183,485183,supplier1
490545,490545,supplier1
503174,503174,supplier1
512632,512632,supplier1
541959,541959,supplier1
546218,546218,supplier1
546661,546661,supplier1
576765,576765,supplier1
577926,577926,supplier1
591494,591494,supplier1
600442,600442,supplier1
108365,108365,supplier1
186590,186590,supplier1
194276,194276,supplier1
222319,222319,supplier1
223760,223760,supplier1
273367,273367,supplier1
299720,299720,supplier1
327783,327783,supplier1
412965,412965,supplier1
414377,414377,supplier1
418997,418997,supplier1
463016,463016,supplier1
503180,503180,supplier1
512101,512101,supplier1
529236,529236,supplier1
536618,536618,supplier1
107049,107049,supplier1
113608,113608,supplier1
230193,230193,supplier1
233848,233848,supplier1
249122,249122,supplier1
308189,308189,supplier1
364550,364550,supplier1
374015,374015,supplier1
398345,398345,supplier1
422723,422723,supplier1
427898,427898,supplier1
443750,443750,supplier1
473676,473676,supplier1
572092,572092,supplier1
592278,592278,supplier1
600438,600438,supplier1
669977,669977,supplier1
217387,217387,supplier1
269883,269883,supplier1
350900,350900,supplier1
450184,450184,supplier1
545366,545366,supplier1
14988,14988,supplier3
5844,5844,supplier3
7696,7696,supplier3
21605,21605,supplier3
26094,26094,supplier3
31882,31882,supplier3
32348,32348,supplier3
33921,33921,supplier3
36237,36237,supplier3
37701,37701,supplier3
39755,39755,supplier3
40487,40487,supplier3
42258,42258,supplier3
43038,43038,supplier3
47795,47795,supplier3
47968,47968,supplier3
48145,48145,supplier3
49850,49850,supplier3
50727,50727,supplier3
54372,54372,supplier3
54581,54581,supplier3
100472,100472,supplier4
123454,123454,supplier4
148316,148316,supplier4
152816,152816,supplier4
190716,190716,supplier4
193966,193966,supplier4
200296,200296,supplier4
200716,200716,supplier4
202246,202246,supplier4
215656,215656,supplier4
243768,243768,supplier3
302300,302300,supplier3
403815,403815,supplier4
430315,430315,supplier4
435985,435985,supplier4
479625,479625,supplier4
518865,518865,supplier4
534075,534075,supplier4
556345,556345,supplier4
591605,591605,supplier4
628365,628365,supplier4
665955,665955,supplier4
716655,716655,supplier4
810265,810265,supplier4
820555,820555,supplier4
1393288,1393288,supplier4
1422998,1422998,supplier4
1675118,1675118,supplier4
1907775,1907775,supplier4
1911045,1911045,supplier4
937715,937715,supplier4
948365,948365,supplier4
976375,976375,supplier4
223445,223445,supplier1
238881,238881,supplier1
248005,248005,supplier1
415185,415185,supplier1
416258,416258,supplier1
424534,424534,supplier1
437721,437721,supplier1
482413,482413,supplier1
526254,526254,supplier1
535087,535087,supplier1
537954,537954,supplier1
562692,562692,supplier1
578557,578557,supplier1
581100,581100,supplier1
582501,582501,supplier1
594585,594585,supplier1
121672,121672,supplier1
149709,149709,supplier1
201816,201816,supplier1
279322,279322,supplier1
328652,328652,supplier1
386169,386169,supplier1
399193,399193,supplier1
449456,449456,supplier1
453698,453698,supplier1
455228,455228,supplier1
473791,473791,supplier1
478512,478512,supplier1
483872,483872,supplier1
484739,484739,supplier1
485749,485749,supplier1
503719,503719,supplier1
505357,505357,supplier1
542248,542248,supplier1
570816,570816,supplier1
591451,591451,supplier1
136151,136151,supplier1
212055,212055,supplier1
245053,245053,supplier1
323887,323887,supplier1
423140,423140,supplier1
427435,427435,supplier1
433121,433121,supplier1
454616,454616,supplier1
458649,458649,supplier1
462453,462453,supplier1
475175,475175,supplier1
476934,476934,supplier1
511994,511994,supplier1
536243,536243,supplier1
548319,548319,supplier1
594203,594203,supplier1
601326,601326,supplier1
116779,116779,supplier1
118709,118709,supplier1
129897,129897,supplier1
134684,134684,supplier1
138019,138019,supplier1
141254,141254,supplier1
171294,171294,supplier1
197076,197076,supplier1
258321,258321,supplier1
260309,260309,supplier1
275661,275661,supplier1
278854,278854,supplier1
363950,363950,supplier1
365395,365395,supplier1
367548,367548,supplier1
468918,468918,supplier1
506035,506035,supplier1
506632,506632,supplier1
512602,512602,supplier1
546818,546818,supplier1
119593,119593,supplier1
130338,130338,supplier1
138038,138038,supplier1
138189,138189,supplier1
138471,138471,supplier1
138625,138625,supplier1
247204,247204,supplier1
251518,251518,supplier1
367498,367498,supplier1
451812,451812,supplier1
457716,457716,supplier1
458198,458198,supplier1
527804,527804,supplier1
530096,530096,supplier1
546742,546742,supplier1
602020,602020,supplier1
112160,112160,supplier1
227797,227797,supplier1
230674,230674,supplier1
255087,255087,supplier1
391383,391383,supplier1
413800,413800,supplier1
430850,430850,supplier1
434034,434034,supplier1
13022,13022,supplier3
4050,4050,supplier3
4246,4246,supplier3
5758,5758,supplier3
9194,9194,supplier3
16702,16702,supplier3
17526,17526,supplier3
19912,19912,supplier3
20001,20001,supplier3
20523,20523,supplier3
23109,23109,supplier3
24038,24038,supplier3
25500,25500,supplier3
26118,26118,supplier3
29715,29715,supplier3
30782,30782,supplier3
33980,33980,supplier3
35017,35017,supplier3
35275,35275,supplier3
38666,38666,supplier3
42774,42774,supplier3
46703,46703,supplier3
46728,46728,supplier3
49302,49302,supplier3
49432,49432,supplier3
49887,49887,supplier3
52584,52584,supplier3
57266,57266,supplier3
165046,165046,supplier4
197276,197276,supplier4
213846,213846,supplier4
23144,23144,supplier4
240146,240146,supplier4
243556,243556,supplier4
301035,301035,supplier4
315825,315825,supplier4
3394,3394,supplier4
350765,350765,supplier4
96078,96078,supplier4
362665,362665,supplier4
410455,410455,supplier4
414205,414205,supplier4
478735,478735,supplier4
480735,480735,supplier4
485105,485105,supplier4
512695,512695,supplier4
582135,582135,supplier4
586685,586685,supplier4
593395,593395,supplier4
611525,611525,supplier4
654325,654325,supplier4
658285,658285,supplier4
679625,679625,supplier4
683015,683015,supplier4
713505,713505,supplier4
714735,714735,supplier4
715465,715465,supplier4
715885,715885,supplier4
748135,748135,supplier4
768055,768055,supplier4
834525,834525,supplier4
835465,835465,supplier4
852625,852625,supplier4
888295,888295,supplier4
902815,902815,supplier4
1015275,1015275,supplier4
1071878,1071878,supplier4
1230738,1230738,supplier4
1297308,1297308,supplier4
1593688,1593688,supplier4
1597408,1597408,supplier4
1738118,1738118,supplier4
930825,930825,supplier4
937155,937155,supplier4
964935,964935,supplier4
985385,985385,supplier4
263551,263551,supplier1
377408,377408,supplier1
383671,383671,supplier1
423407,423407,supplier1
427983,427983,supplier1
455720,455720,supplier1
455904,455904,supplier1
474440,474440,supplier1
480319,480319,supplier1
489276,489276,supplier1
498386,498386,supplier1
562121,562121,supplier1
575535,575535,supplier1
583184,583184,supplier1
586718,586718,supplier1
115761,115761,supplier1
123767,123767,supplier1
211217,211217,supplier1
212342,212342,supplier1
277388,277388,supplier1
296614,296614,supplier1
312247,312247,supplier1
368290,368290,supplier1
408414,408414,supplier1
419138,419138,supplier1
447988,447988,supplier1
452130,452130,supplier1
494679,494679,supplier1
544537,544537,supplier1
584123,584123,supplier1
594403,594403,supplier1
122147,122147,supplier1
132446,132446,supplier1
178426,178426,supplier1
207333,207333,supplier1
250792,250792,supplier1
407067,407067,supplier1
413351,413351,supplier1
442121,442121,supplier1
451921,451921,supplier1
471498,471498,supplier1
474434,474434,supplier1
513934,513934,supplier1
533855,533855,supplier1
538890,538890,supplier1
542714,542714,supplier1
545280,545280,supplier1
556970,556970,supplier1
557962,557962,supplier1
592182,592182,supplier1
109315,109315,supplier1
122063,122063,supplier1
170626,170626,supplier1
226107,226107,supplier1
275042,275042,supplier1
309760,309760,supplier1
357655,357655,supplier1
395214,395214,supplier1
426016,426016,supplier1
439827,439827,supplier1
444092,444092,supplier1
481285,481285,supplier1
524456,524456,supplier1
525460,525460,supplier1
534540,534540,supplier1
563683,563683,supplier1
575525,575525,supplier1
582553,582553,supplier1
591588,591588,supplier1
110262,110262,supplier1
117983,117983,supplier1
121763,121763,supplier1
169467,169467,supplier1
171200,171200,supplier1
248836,248836,supplier1
287272,287272,supplier1
368517,368517,supplier1
434028,434028,supplier1
465575,465575,supplier1
473946,473946,supplier1
499310,499310,supplier1
547672,547672,supplier1
570716,570716,supplier1
579864,579864,supplier1
593351,593351,supplier1
602725,602725,supplier1
382656,382656,supplier1
550242,550242,supplier1
565711,565711,supplier1
594332,594332,supplier1
3903,3903,supplier3
6545,6545,supplier3
8124,8124,supplier3
9254,9254,supplier3
9906,9906,supplier3
17441,17441,supplier3
19897,19897,supplier3
27968,27968,supplier3
31288,31288,supplier3
32554,32554,supplier3
39027,39027,supplier3
42140,42140,supplier3
47451,47451,supplier3
48245,48245,supplier3
51193,51193,supplier3
52461,52461,supplier3
53809,53809,supplier3
155336,155336,supplier4
185097,185097,supplier3
198366,198366,supplier4
209046,209046,supplier4
209356,209356,supplier4
210616,210616,supplier4
214266,214266,supplier4
241827,241827,supplier3
26864,26864,supplier4
274782,274782,supplier3
277705,277705,supplier4
352725,352725,supplier4
434,434,supplier4
64834,64834,supplier4
66002,66002,supplier3
6804,6804,supplier4
360465,360465,supplier4
426245,426245,supplier4
448745,448745,supplier4
484535,484535,supplier4
518315,518315,supplier4
519645,519645,supplier4
539615,539615,supplier4
583645,583645,supplier4
594195,594195,supplier4
626585,626585,supplier4
656565,656565,supplier4
657955,657955,supplier4
666235,666235,supplier4
668345,668345,supplier4
678075,678075,supplier4
718905,718905,supplier4
723575,723575,supplier4
737745,737745,supplier4
767885,767885,supplier4
770845,770845,supplier4
795935,795935,supplier4
813845,813845,supplier4
864545,864545,supplier4
1011945,1011945,supplier4
1022498,1022498,supplier4
1300768,1300768,supplier4
1427218,1427218,supplier4
1444708,1444708,supplier4
1483018,1483018,supplier4
1514958,1514958,supplier4
1868518,1868518,supplier4
1967725,1967725,supplier4
908845,908845,supplier4
932655,932655,supplier4
112554,112554,supplier1
203649,203649,supplier1
229753,229753,supplier1
240377,240377,supplier1
275104,275104,supplier1
420209,420209,supplier1
420663,420663,supplier1
425647,425647,supplier1
448194,448194,supplier1
453541,453541,supplier1
504693,504693,supplier1
533301,533301,supplier1
533904,533904,supplier1
534805,534805,supplier1
558772,558772,supplier1
579843,579843,supplier1
583069,583069,supplier1
597988,597988,supplier1
208780,208780,supplier1
257110,257110,supplier1
361512,361512,supplier1
377999,377999,supplier1
425334,425334,supplier1
442134,442134,supplier1
453562,453562,supplier1
456383,456383,supplier1
457722,457722,supplier1
467801,467801,supplier1
493606,493606,supplier1
494930,494930,supplier1
501971,501971,supplier1
502173,502173,supplier1
503329,503329,supplier1
504178,504178,supplier1
542937,542937,supplier1
548155,548155,supplier1
551594,551594,supplier1
575772,575772,supplier1
590703,590703,supplier1
593831,593831,supplier1
604057,604057,supplier1
164424,164424,supplier1
223612,223612,supplier1
224199,224199,supplier1
227218,227218,supplier1
253436,253436,supplier1
291341,291341,supplier1
371282,371282,supplier1
433767,433767,supplier1
465686,465686,supplier1
482711,482711,supplier1
493772,493772,supplier1
534974,534974,supplier1
548628,548628,supplier1
549760,549760,supplier1
551257,551257,supplier1
557632,557632,supplier1
562318,562318,supplier1
569525,569525,supplier1
591276,591276,supplier1
181750,181750,supplier1
207208,207208,supplier1
275295,275295,supplier1
285027,285027,supplier1
313098,313098,supplier1
313543,313543,supplier1
331316,331316,supplier1
343217,343217,supplier1
377984,377984,supplier1
397180,397180,supplier1
440081,440081,supplier1
442260,442260,supplier1
473967,473967,supplier1
549802,549802,supplier1
571559,571559,supplier1
592502,592502,supplier1
601551,601551,supplier1
602292,602292,supplier1
604445,604445,supplier1
106294,106294,supplier1
109569,109569,supplier1
113535,113535,supplier1
121599,121599,supplier1
150543,150543,supplier1
221558,221558,supplier1
222711,222711,supplier1
309888,309888,supplier1
326059,326059,supplier1
333031,333031,supplier1
381243,381243,supplier1
399713,399713,supplier1
470615,470615,supplier1
474460,474460,supplier1
485034,485034,supplier1
486227,486227,supplier1
486659,486659,supplier1
499031,499031,supplier1
549029,549029,supplier1
574008,574008,supplier1
592631,592631,supplier1
593560,593560,supplier1
599347,599347,supplier1
388896,388896,supplier1
600860,600860,supplier1
12099,12099,supplier3
2694,2694,supplier3
6281,6281,supplier3
8060,8060,supplier3
8221,8221,supplier3
17118,17118,supplier3
30023,30023,supplier3
32488,32488,supplier3
34997,34997,supplier3
35810,35810,supplier3
45721,45721,supplier3
45808,45808,supplier3
46878,46878,supplier3
47006,47006,supplier3
48751,48751,supplier3
49409,49409,supplier3
51963,51963,supplier3
61422,61422,supplier3
111232,111232,supplier4
147136,147136,supplier4
197386,197386,supplier4
211026,211026,supplier4
212257,212257,supplier3
212706,212706,supplier4
217226,217226,supplier4
249818,249818,supplier3
277895,277895,supplier4
290050,290050,supplier3
356425,356425,supplier4
79596,79596,supplier3
378105,378105,supplier4
404775,404775,supplier4
458025,458025,supplier4
577095,577095,supplier4
581075,581075,supplier4
585305,585305,supplier4
590135,590135,supplier4
658755,658755,supplier4
661155,661155,supplier4
665255,665255,supplier4
681145,681145,supplier4
720285,720285,supplier4
731775,731775,supplier4
734475,734475,supplier4
852285,852285,supplier4
1069458,1069458,supplier4
1120138,1120138,supplier4
1332878,1332878,supplier4
116048,116048,supplier1
125856,125856,supplier1
237782,237782,supplier1
270369,270369,supplier1
299000,299000,supplier1
374767,374767,supplier1
385478,385478,supplier1
412632,412632,supplier1
422843,422843,supplier1
434358,434358,supplier1
452764,452764,supplier1
482095,482095,supplier1
504239,504239,supplier1
532309,532309,supplier1
552341,552341,supplier1
562076,562076,supplier1
604204,604204,supplier1
134643,134643,supplier1
163466,163466,supplier1
231227,231227,supplier1
261063,261063,supplier1
332186,332186,supplier1
338965,338965,supplier1
370313,370313,supplier1
460677,460677,supplier1
476559,476559,supplier1
509220,509220,supplier1
512428,512428,supplier1
534033,534033,supplier1
538094,538094,supplier1
590398,590398,supplier1
591671,591671,supplier1
140388,140388,supplier1
200219,200219,supplier1
266125,266125,supplier1
274675,274675,supplier1
328219,328219,supplier1
332680,332680,supplier1
359081,359081,supplier1
368487,368487,supplier1
376351,376351,supplier1
377327,377327,supplier1
392619,392619,supplier1
404291,404291,supplier1
421231,421231,supplier1
436844,436844,supplier1
449690,449690,supplier1
450182,450182,supplier1
458263,458263,supplier1
478195,478195,supplier1
478535,478535,supplier1
525202,525202,supplier1
529202,529202,supplier1
543018,543018,supplier1
552962,552962,supplier1
591954,591954,supplier1
592642,592642,supplier1
595137,595137,supplier1
108807,108807,supplier1
118533,118533,supplier1
121078,121078,supplier1
130820,130820,supplier1
137802,137802,supplier1
215008,215008,supplier1
243201,243201,supplier1
267661,267661,supplier1
377488,377488,supplier1
462704,462704,supplier1
467086,467086,supplier1
500707,500707,supplier1
526289,526289,supplier1
581307,581307,supplier1
588115,588115,supplier1
109504,109504,supplier1
127582,127582,supplier1
152392,152392,supplier1
176181,176181,supplier1
196050,196050,supplier1
231543,231543,supplier1
351591,351591,supplier1
363141,363141,supplier1
434200,434200,supplier1
455313,455313,supplier1
499690,499690,supplier1
561049,561049,supplier1
564794,564794,supplier1
570060,570060,supplier1
590036,590036,supplier1
173726,173726,supplier1
181908,181908,supplier1
259135,259135,supplier1
338055,338055,supplier1
409999,409999,supplier1
11204,11204,supplier3
12691,12691,supplier3
1352,1352,supplier3
3197,3197,supplier3
5090,5090,supplier3
65,65,supplier3
8703,8703,supplier3
8767,8767,supplier3
9682,9682,supplier3
9988,9988,supplier3
17501,17501,supplier3
20320,20320,supplier3
22776,22776,supplier3
27267,27267,supplier3
37523,37523,supplier3
37784,37784,supplier3
38631,38631,supplier3
39978,39978,supplier3
42327,42327,supplier3
42662,42662,supplier3
44284,44284,supplier3
46002,46002,supplier3
46804,46804,supplier3
48523,48523,supplier3
49206,49206,supplier3
51006,51006,supplier3
52166,52166,supplier3
53315,53315,supplier3
137724,137724,supplier4
150206,150206,supplier4
152136,152136,supplier4
179596,179596,supplier4
204126,204126,supplier4
217076,217076,supplier4
223046,223046,supplier4
226286,226286,supplier4
232486,232486,supplier4
233386,233386,supplier4
240626,240626,supplier4
245995,245995,supplier3
28004,28004,supplier4
300538,300538,supplier3
344865,344865,supplier4
347105,347105,supplier4
355175,355175,supplier4
90250,90250,supplier3
94838,94838,supplier3
96699,96699,supplier4
373635,373635,supplier4
433585,433585,supplier4
637605,637605,supplier4
652505,652505,supplier4
654965,654965,supplier4
669225,669225,supplier4
683265,683265,supplier4
702525,702525,supplier4
712675,712675,supplier4
722525,722525,supplier4
740495,740495,supplier4
743765,743765,supplier4
770575,770575,supplier4
826875,826875,supplier4
853215,853215,supplier4
1064698,1064698,supplier4
1169968,1169968,supplier4
1258928,1258928,supplier4
1516628,1516628,supplier4
1706048,1706048,supplier4
1906305,1906305,supplier4
1936415,1936415,supplier4
2033855,2033855,supplier4
905965,905965,supplier4
979285,979285,supplier4
138442,138442,supplier1
179920,179920,supplier1
206625,206625,supplier1
215926,215926,supplier1
242313,242313,supplier1
359486,359486,supplier1
396274,396274,supplier1
399578,399578,supplier1
417157,417157,supplier1
417737,417737,supplier1
425888,425888,supplier1
486909,486909,supplier1
492122,492122,supplier1
529995,529995,supplier1
534437,534437,supplier1
553754,553754,supplier1
561277,561277,supplier1
570552,570552,supplier1
580236,580236,supplier1
586104,586104,supplier1
622730,622730,supplier1
192803,192803,supplier1
213046,213046,supplier1
217997,217997,supplier1
380753,380753,supplier1
442402,442402,supplier1
464283,464283,supplier1
475804,475804,supplier1
493176,493176,supplier1
499083,499083,supplier1
500688,500688,supplier1
501274,501274,supplier1
508350,508350,supplier1
514719,514719,supplier1
531812,531812,supplier1
534213,534213,supplier1
534719,534719,supplier1
552189,552189,supplier1
556079,556079,supplier1
565660,565660,supplier1
568451,568451,supplier1
130517,130517,supplier1
218281,218281,supplier1
230172,230172,supplier1
249534,249534,supplier1
262115,262115,supplier1
356672,356672,supplier1
387993,387993,supplier1
393725,393725,supplier1
395215,395215,supplier1
434107,434107,supplier1
492971,492971,supplier1
510518,510518,supplier1
515225,515225,supplier1
562501,562501,supplier1
568204,568204,supplier1
570239,570239,supplier1
576150,576150,supplier1
583669,583669,supplier1
589285,589285,supplier1
130095,130095,supplier1
134483,134483,supplier1
148607,148607,supplier1
196171,196171,supplier1
215754,215754,supplier1
240242,240242,supplier1
256021,256021,supplier1
264318,264318,supplier1
279113,279113,supplier1
359174,359174,supplier1
491781,491781,supplier1
498640,498640,supplier1
503942,503942,supplier1
532879,532879,supplier1
547209,547209,supplier1
569792,569792,supplier1
575167,575167,supplier1
590706,590706,supplier1
106687,106687,supplier1
107656,107656,supplier1
118470,118470,supplier1
120810,120810,supplier1
127143,127143,supplier1
129052,129052,supplier1
134338,134338,supplier1
176927,176927,supplier1
206203,206203,supplier1
370160,370160,supplier1
418021,418021,supplier1
425499,425499,supplier1
442920,442920,supplier1
446281,446281,supplier1
446618,446618,supplier1
453503,453503,supplier1
475200,475200,supplier1
480130,480130,supplier1
485742,485742,supplier1
543960,543960,supplier1
561254,561254,supplier1
575480,575480,supplier1
589181,589181,supplier1
237834,237834,supplier1
398701,398701,supplier1
15383,15383,supplier3
3694,3694,supplier3
4089,4089,supplier3
745,745,supplier3
7725,7725,supplier3
8825,8825,supplier3
18476,18476,supplier3
20021,20021,supplier3
20057,20057,supplier3
28138,28138,supplier3
28161,28161,supplier3
32284,32284,supplier3
36143,36143,supplier3
42104,42104,supplier3
45313,45313,supplier3
47539,47539,supplier3
50604,50604,supplier3
50940,50940,supplier3
53206,53206,supplier3
103807,103807,supplier3
12804,12804,supplier4
190456,190456,supplier4
192736,192736,supplier4
210156,210156,supplier4
217956,217956,supplier4
231751,231751,supplier3
275615,275615,supplier4
276555,276555,supplier4
279845,279845,supplier4
286805,286805,supplier4
307885,307885,supplier4
349215,349215,supplier4
62864,62864,supplier4
68948,68948,supplier3
69294,69294,supplier4
77597,77597,supplier3
383345,383345,supplier4
397405,397405,supplier4
402165,402165,supplier4
402885,402885,supplier4
416265,416265,supplier4
429115,429115,supplier4
460235,460235,supplier4
551185,551185,supplier4
551995,551995,supplier4
576355,576355,supplier4
607795,607795,supplier4
644125,644125,supplier4
654565,654565,supplier4
661545,661545,supplier4
677935,677935,supplier4
710455,710455,supplier4
720665,720665,supplier4
741465,741465,supplier4
762135,762135,supplier4
771185,771185,supplier4
777595,777595,supplier4
807465,807465,supplier4
821595,821595,supplier4
840315,840315,supplier4
843135,843135,supplier4
1270818,1270818,supplier4
1342238,1342238,supplier4
1394568,1394568,supplier4
2038655,2038655,supplier4
947025,947025,supplier4
190801,190801,supplier1
212794,212794,supplier1
243104,243104,supplier1
249755,249755,supplier1
259523,259523,supplier1
271911,271911,supplier1
280965,280965,supplier1
312804,312804,supplier1
323139,323139,supplier1
327120,327120,supplier1
421202,421202,supplier1
453809,453809,supplier1
478432,478432,supplier1
484450,484450,supplier1
506356,506356,supplier1
511850,511850,supplier1
553312,553312,supplier1
554911,554911,supplier1
563191,563191,supplier1
570044,570044,supplier1
574325,574325,supplier1
580670,580670,supplier1
581438,581438,supplier1
583742,583742,supplier1
584026,584026,supplier1
204973,204973,supplier1
274626,274626,supplier1
319241,319241,supplier1
332647,332647,supplier1
363947,363947,supplier1
364554,364554,supplier1
367114,367114,supplier1
392044,392044,supplier1
431397,431397,supplier1
470870,470870,supplier1
481437,481437,supplier1
509618,509618,supplier1
524470,524470,supplier1
534694,534694,supplier1
550988,550988,supplier1
566251,566251,supplier1
592024,592024,supplier1
128851,128851,supplier1
153522,153522,supplier1
173055,173055,supplier1
197534,197534,supplier1
209931,209931,supplier1
248670,248670,supplier1
250658,250658,supplier1
252311,252311,supplier1
266948,266948,supplier1
294901,294901,supplier1
432353,432353,supplier1
438128,438128,supplier1
503460,503460,supplier1
508494,508494,supplier1
516337,516337,supplier1
547319,547319,supplier1
552261,552261,supplier1
577470,577470,supplier1
119961,119961,supplier1
122867,122867,supplier1
175683,175683,supplier1
215218,215218,supplier1
332752,332752,supplier1
374905,374905,supplier1
379925,379925,supplier1
385415,385415,supplier1
429704,429704,supplier1
454536,454536,supplier1
455770,455770,supplier1
460822,460822,supplier1
474945,474945,supplier1
483970,483970,supplier1
485239,485239,supplier1
493227,493227,supplier1
528624,528624,supplier1
564307,564307,supplier1
